time net_usedMbps avg_cpu dram_usedGB net_allocMbps dram_allocGB
1525312365.656399 560.0 0.75 0.26312704 24000 197.568495616
1525312366.6632984 0.0 1.0 0.26312704 24000 197.568495616
1525312367.6695986 0.0 0.5 0.26312704 24000 197.568495616
1525312368.6758568 0.0 0.5 0.26312704 24000 197.568495616
1525312369.6828783 0.0 0.25 0.26312704 24000 197.568495616
1525312370.6893084 0.0 0.25 0.265355264 24000 197.568495616
1525312371.695986 560.0 7.0 0.550895616 24000 197.568495616
1525312372.702621 4000.0 42.25 1.122435072 24000 197.568495616
1525312373.709644 6480.0 44.0 1.724186624 24000 197.568495616
1525312374.7166784 10400.0 55.75 2.465005568 24000 197.568495616
1525312375.722994 11280.0 54.5 3.287482368 24000 197.568495616
1525312376.7911441 12400.0 55.5 4.16448512 24000 197.568495616
1525312377.797565 13360.0 58.0 5.02595584 24000 197.568495616
1525312378.804953 14480.0 56.0 5.74488576 24000 197.568495616
1525312379.811519 14080.0 53.5 6.519259136 24000 206.158430208
1525312380.8188233 10480.0 26.571428571428573 6.617759744 48000 259.845521408
1525312381.825809 6720.0 22.857142857142858 6.664617984 48000 284.54158336
1525312382.8339293 1200.0 15.285714285714286 6.794379264 48000 339.302416384
1525312383.8404298 1040.0 16.142857142857142 7.66672896 48000 345.744867328
1525312384.8484113 5920.0 24.285714285714285 8.633974784 48000 345.744867328
1525312385.8553553 10800.0 29.571428571428573 9.568780288 48000 345.744867328
1525312386.8828144 15920.0 34.714285714285715 10.427629568 48000 345.744867328
1525312387.8938453 15440.0 35.42857142857143 11.277893632 48000 345.744867328
1525312388.9012654 14560.0 35.57142857142857 12.11564032 48000 345.744867328
1525312389.9081585 14320.0 37.0 12.989366272 48000 345.744867328
1525312390.91573 14160.0 36.142857142857146 13.887995904 48000 345.744867328
1525312391.9227974 14400.0 34.142857142857146 14.770176 48000 345.744867328
1525312392.9301214 14800.0 33.42857142857143 15.772811264 48000 345.744867328
1525312393.9376156 14640.0 33.285714285714285 16.977625088 48000 345.744867328
1525312394.9446092 17440.0 51.857142857142854 18.639224832 48000 345.744867328
1525312395.9521418 18480.0 51.142857142857146 19.771752448 48000 345.744867328
1525312396.9591448 25120.0 65.71428571428571 20.594163712 48000 345.744867328
1525312397.9661531 22720.0 64.85714285714286 21.292384256 48000 345.744867328
1525312398.9731653 23360.0 48.714285714285715 22.166765568 48000 345.744867328
1525312399.9800198 23040.0 45.714285714285715 23.02967808 48000 345.744867328
1525312400.9872272 22800.0 47.285714285714285 23.889641472 48000 345.744867328
1525312401.9938087 21920.0 46.142857142857146 25.29984512 48000 345.744867328
1525312403.2296352 24800.0 33.0 25.979715584 48000 345.744867328
1525312404.2360606 23440.0 32.285714285714285 26.82748928 48000 345.744867328
1525312405.243049 9120.0 21.714285714285715 27.692171264 48000 345.744867328
1525312406.2493398 8960.0 21.857142857142858 28.41018368 48000 345.744867328
1525312407.2565088 16080.0 42.285714285714285 28.575531008 48000 345.744867328
1525312408.2645364 16400.0 42.42857142857143 28.575924224 48000 345.744867328
1525312409.2709556 6000.0 1.5714285714285714 28.57631744 48000 345.744867328
1525312410.2772715 5520.0 1.5714285714285714 28.577693696 48000 345.744867328
1525312411.2834148 2080.0 2.142857142857143 28.57828352 48000 345.744867328
1525312412.2905097 2400.0 2.5714285714285716 28.578480128 48000 345.744867328
1525312413.2973206 7280.0 9.285714285714286 28.578676736 48000 345.744867328
1525312414.304009 7760.0 9.857142857142858 28.579659776 48000 345.744867328
1525312415.31103 42320.0 44.857142857142854 28.5802496 48000 345.744867328
1525312416.3178887 41760.0 44.142857142857146 28.580642816 48000 345.744867328
1525312417.3251152 31440.0 11.714285714285714 28.581101568 48000 345.744867328
1525312418.3319447 31520.0 11.857142857142858 28.58319872 48000 345.744867328
1525312419.3384995 2800.0 1.8571428571428572 28.58418176 48000 345.744867328
1525312420.344937 2720.0 2.0 28.585951232 48000 345.744867328
1525312421.3517828 3680.0 1.5714285714285714 28.58713088 48000 345.744867328
1525312422.3582911 2880.0 0.5714285714285714 28.587524096 48000 345.744867328
1525312423.3659847 1600.0 2.2857142857142856 28.588310528 48000 345.744867328
1525312424.3732054 4000.0 6.0 28.58909696 48000 345.744867328
1525312425.3805466 13520.0 20.285714285714285 28.589490176 48000 345.744867328
1525312426.3883476 14400.0 17.714285714285715 28.590276608 48000 345.744867328
1525312427.3951266 8480.0 4.285714285714286 28.591456256 48000 345.744867328
1525312428.4024885 7520.0 4.428571428571429 28.593422336 48000 345.744867328
1525312429.4092655 5760.0 3.0 28.594798592 48000 345.744867328
1525312430.4176896 4240.0 2.0 28.595781632 48000 345.744867328
1525312431.424713 2880.0 1.2857142857142858 28.597223424 48000 345.744867328
1525312432.431617 3120.0 2.0 28.598534144 48000 345.744867328
1525312433.4381144 5360.0 2.5714285714285716 28.599123968 48000 345.744867328
1525312434.4452314 5520.0 2.7142857142857144 28.600172544 48000 345.744867328
1525312435.453036 4080.0 3.4285714285714284 28.60187648 48000 345.744867328
1525312436.460313 4240.0 2.857142857142857 28.602466304 48000 345.744867328
1525312437.4671168 4160.0 2.4285714285714284 28.603449344 48000 345.744867328
1525312438.4741254 4160.0 2.7142857142857144 28.604039168 48000 345.744867328
1525312439.4815085 4800.0 2.4285714285714284 28.604235776 48000 345.744867328
1525312440.4885457 4640.0 2.142857142857143 28.604628992 48000 345.744867328
1525312441.4959352 3200.0 1.4285714285714286 28.604628992 48000 345.744867328
1525312442.5030656 2480.0 0.8571428571428571 28.604628992 48000 345.744867328
1525312443.5104086 1360.0 0.2857142857142857 28.6048256 48000 345.744867328
1525312444.5232933 1200.0 0.2857142857142857 28.605612032 40000 345.744867328
1525312445.5361984 720.0 0.14285714285714285 28.607971328 32000 345.744867328
1525312446.549065 400.0 0.42857142857142855 28.609150976 24000 345.744867328
1525312447.5626366 80.0 0.2857142857142857 28.609544192 16000 345.744867328
1525312448.5692756 400.0 0.0 28.6097408 16000 345.744867328
1525312449.5761342 1280.0 0.5714285714285714 28.610330624 16000 345.744867328
1525312450.5843172 1520.0 0.7142857142857143 28.610527232 16000 345.744867328
1525312451.5915534 1520.0 0.42857142857142855 28.610527232 16000 345.744867328
1525312452.5987105 1040.0 0.2857142857142857 28.610527232 16000 345.744867328
1525312453.6058717 80.0 0.14285714285714285 28.611313664 16000 345.744867328
1525312454.612548 160.0 0.14285714285714285 18.1649408 16000 345.744867328
1525312455.6198814 480.0 0.42857142857142855 18.165727232 16000 345.744867328
1525312456.6266918 320.0 0.5714285714285714 18.166513664 16000 345.744867328
1525312457.634014 80.0 0.42857142857142855 18.168283136 16000 345.744867328
1525312458.6415493 560.0 0.42857142857142855 18.169856 16000 345.744867328
1525312459.6482491 2160.0 2.142857142857143 18.170118144 16000 345.744867328
1525312460.6556761 2640.0 2.4285714285714284 18.171232256 16000 345.744867328
1525312461.6640284 2960.0 1.2857142857142858 18.172215296 16000 345.744867328
1525312462.6708498 3920.0 2.857142857142857 18.173001728 16000 345.744867328
1525312463.6786313 6720.0 6.428571428571429 18.173657088 16000 345.744867328
1525312464.6858625 6960.0 5.428571428571429 18.174377984 16000 345.744867328
1525312465.694296 5120.0 2.4285714285714284 18.174967808 16000 345.744867328
1525312466.7015047 3760.0 1.5714285714285714 18.175164416 16000 345.744867328
1525312467.709745 2240.0 0.5714285714285714 18.175361024 16000 345.744867328
1525312468.7169771 1840.0 0.7142857142857143 18.175950848 16000 345.744867328
1525312469.725407 1280.0 1.5714285714285714 18.176344064 16000 345.744867328
1525312470.732393 1200.0 1.4285714285714286 18.17673728 16000 345.744867328
1525312471.7410421 640.0 0.5714285714285714 18.177327104 16000 345.744867328
1525312472.747851 480.0 0.42857142857142855 18.177523712 16000 345.744867328
1525312473.756267 560.0 0.5714285714285714 18.177523712 16000 345.744867328
1525312474.7635365 720.0 0.5714285714285714 18.177523712 16000 345.744867328
1525312475.7717698 640.0 0.14285714285714285 18.177523712 16000 345.744867328
1525312476.7794733 320.0 0.14285714285714285 18.177523712 16000 345.744867328
1525312477.7871273 0.0 0.14285714285714285 18.17772032 16000 345.744867328
1525312478.794684 0.0 0.14285714285714285 18.177916928 16000 345.744867328
1525312479.8020232 0.0 0.14285714285714285 18.178048 16000 345.744867328
1525312480.809189 0.0 0.14285714285714285 18.178310144 16000 345.744867328
1525312481.816537 0.0 0.14285714285714285 18.178310144 16000 345.744867328
1525312482.8235521 0.0 0.14285714285714285 18.17870336 16000 345.744867328
1525312483.8320394 0.0 0.0 18.179293184 16000 345.744867328
1525312484.8387496 0.0 0.0 18.180079616 16000 345.744867328
1525312485.8464923 0.0 0.0 18.180472832 16000 345.744867328
1525312486.8542764 0.0 0.14285714285714285 18.180866048 16000 345.744867328
1525312487.8620608 0.0 0.42857142857142855 18.181259264 16000 345.744867328
1525312488.8689556 0.0 0.2857142857142857 18.181455872 16000 345.744867328
1525312489.877479 0.0 0.0 18.181849088 16000 345.744867328
1525312490.8844023 0.0 0.0 18.18263552 16000 345.744867328
1525312491.8920026 0.0 0.2857142857142857 18.183159808 16000 345.744867328
1525312492.8984632 0.0 0.42857142857142855 18.184011776 16000 345.744867328
1525312493.9066172 0.0 0.42857142857142855 18.1846016 16000 345.744867328
1525312494.9142873 0.0 0.42857142857142855 18.185191424 16000 345.744867328
1525312495.9220428 320.0 0.7142857142857143 18.18558464 16000 345.744867328
1525312496.9289129 400.0 0.5714285714285714 18.18558464 16000 345.744867328
1525312497.9365125 80.0 0.42857142857142855 18.185846784 16000 345.744867328
1525312498.943178 0.0 0.42857142857142855 18.185977856 16000 345.744867328
1525312499.9499097 0.0 0.2857142857142857 18.186371072 16000 345.744867328
1525312500.9565423 0.0 0.42857142857142855 18.186371072 16000 345.744867328
1525312501.9632695 0.0 0.14285714285714285 18.186371072 16000 345.744867328
1525312502.9705532 0.0 0.0 18.186764288 16000 345.744867328
1525312503.9777524 0.0 0.14285714285714285 18.186764288 16000 345.744867328
1525312504.9853044 0.0 0.14285714285714285 18.186960896 16000 345.744867328
1525312505.9922824 0.0 0.0 18.186960896 16000 345.744867328
1525312506.9994047 0.0 0.14285714285714285 18.186960896 16000 345.744867328
1525312508.0065346 0.0 0.7142857142857143 18.186960896 16000 345.744867328
1525312509.0138767 0.0 0.5714285714285714 18.186960896 16000 345.744867328
1525312510.0212004 0.0 0.42857142857142855 18.186960896 16000 345.744867328
1525312511.0283368 0.0 0.42857142857142855 18.186960896 16000 345.744867328
1525312512.035465 0.0 0.42857142857142855 18.186960896 16000 345.744867328
1525312513.0423164 0.0 0.42857142857142855 18.186960896 16000 345.744867328
1525312514.0497937 0.0 0.0 18.186960896 16000 345.744867328
1525312515.0566964 0.0 0.14285714285714285 18.186960896 16000 345.744867328
1525312516.0641968 0.0 0.2857142857142857 18.186960896 16000 345.744867328
1525312517.070979 0.0 0.2857142857142857 18.186960896 16000 345.744867328
1525312518.0785377 0.0 0.42857142857142855 18.186960896 16000 345.744867328
1525312519.0858974 0.0 0.2857142857142857 18.186960896 16000 345.744867328
1525312520.0930195 0.0 0.14285714285714285 18.186960896 16000 345.744867328
1525312521.1006172 0.0 0.2857142857142857 18.186960896 16000 345.744867328
1525312522.1073864 0.0 0.14285714285714285 18.186960896 16000 345.744867328
1525312523.1141791 0.0 0.14285714285714285 18.186960896 16000 345.744867328
1525312524.1208634 0.0 0.5714285714285714 18.186960896 16000 345.744867328
1525312525.1274977 0.0 0.42857142857142855 18.186960896 16000 345.744867328
1525312526.1347597 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312527.1421824 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312528.1492236 0.0 0.5714285714285714 18.187157504 16000 345.744867328
1525312529.156583 0.0 0.5714285714285714 18.187157504 16000 345.744867328
1525312530.1637263 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312531.17184 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312532.179044 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312533.1864684 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312534.1935458 0.0 0.42857142857142855 18.187157504 16000 345.744867328
1525312535.20092 0.0 0.5714285714285714 18.187157504 16000 345.744867328
1525312536.207668 0.0 0.7142857142857143 18.187157504 16000 345.744867328
1525312537.2153974 0.0 0.7142857142857143 18.187157504 16000 345.744867328
1525312538.2220867 0.0 0.42857142857142855 18.187157504 16000 345.744867328
1525312539.229901 0.0 0.42857142857142855 18.187157504 16000 345.744867328
1525312540.2365468 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312541.2444735 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312542.251154 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312543.2600026 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312544.267344 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312545.2755342 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312546.282191 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312547.2899425 0.0 0.42857142857142855 18.187157504 16000 345.744867328
1525312548.2967153 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312549.3058434 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312550.3130474 0.0 0.14285714285714285 18.187157504 16000 345.744867328
1525312551.3208766 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312552.3277555 0.0 0.2857142857142857 18.187157504 16000 345.744867328
1525312553.3361917 0.0 0.2857142857142857 10.24131072 16000 345.744867328
1525312554.3433175 0.0 0.5714285714285714 0.000131072 16000 345.744867328
1525312555.3519166 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312556.3589218 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312557.3675056 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312558.3744605 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312559.3823807 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312560.3896866 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312561.397949 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312562.4052672 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312563.4133754 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312564.4205813 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312565.4291005 0.0 0.0 0.000131072 16000 345.744867328
1525312566.4359305 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312567.4441984 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312568.4513388 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312569.4597332 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312570.4667804 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312571.4753947 0.0 0.5714285714285714 0.000131072 16000 345.744867328
1525312572.482716 0.0 0.7142857142857143 0.000131072 16000 345.744867328
1525312573.4908752 0.0 0.7142857142857143 0.000131072 16000 345.744867328
1525312574.4983673 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312575.5065892 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312576.5139 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312577.5223236 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312578.5300941 0.0 0.5714285714285714 0.000131072 16000 345.744867328
1525312579.5382352 0.0 0.7142857142857143 0.000131072 16000 345.744867328
1525312580.5458145 0.0 0.7142857142857143 0.000131072 16000 345.744867328
1525312581.55388 0.0 0.7142857142857143 0.000131072 16000 345.744867328
1525312582.5613241 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312583.569164 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312584.5768235 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312585.5850112 0.0 0.2857142857142857 0.000131072 16000 345.744867328
1525312586.5923 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312587.6002443 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312588.607549 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312589.615912 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312590.622959 0.0 0.14285714285714285 0.000131072 16000 345.744867328
1525312591.6314244 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312592.6383696 0.0 0.42857142857142855 0.000131072 16000 345.744867328
1525312593.646878 0.0 0.14285714285714285 0.000131072 16000 345.744867328
