time net_usedMbps avg_cpu dram_usedGB net_allocMbps dram_allocGB
1525312231.7066815 0.0 0.0 0.0 16000 98.784247808
1525312232.7130346 0.0 0.0 0.0 16000 98.784247808
1525312233.7206097 0.0 0.0 0.0 16000 98.784247808
1525312234.7276149 0.0 0.0 0.0 16000 98.784247808
1525312235.7351978 0.0 0.0 0.0 16000 98.784247808
1525312236.7419446 0.0 0.5 0.0 16000 98.784247808
1525312237.7494857 0.0 0.5 0.0 16000 98.784247808
1525312238.7561703 0.0 0.0 0.0 16000 98.784247808
1525312239.7644067 0.0 0.0 0.0 16000 98.784247808
1525312240.770762 0.0 1.0 0.0 16000 98.784247808
1525312241.7783191 0.0 1.0 0.0 16000 98.784247808
1525312242.785099 0.0 0.0 0.0 16000 98.784247808
1525312243.7926528 0.0 0.0 0.0 16000 98.784247808
1525312244.799759 0.0 1.0 0.0 16000 98.784247808
1525312245.8073835 0.0 1.0 0.0 16000 98.784247808
1525312246.8141682 0.0 0.0 0.0 16000 98.784247808
1525312247.8217442 0.0 0.0 0.0 16000 98.784247808
1525312248.8285038 0.0 0.0 0.0 16000 98.784247808
1525312249.8359733 0.0 0.0 0.0 16000 98.784247808
1525312250.8438268 0.0 0.0 0.0 16000 98.784247808
1525312251.8513925 0.0 0.0 0.0 16000 98.784247808
1525312252.86017 0.0 0.5 0.0 16000 98.784247808
1525312253.8665662 0.0 0.5 0.000131072 16000 98.784247808
1525312254.8737843 0.0 0.0 0.000131072 16000 99.857989632
1525312255.8804698 0.0 3.3333333333333335 0.000131072 24000 125.627793408
1525312256.8876038 0.0 22.333333333333332 0.000131072 24000 148.176371712
1525312257.8948781 0.0 19.333333333333332 0.000131072 24000 148.176371712
1525312258.9013171 0.0 0.3333333333333333 0.000131072 24000 148.176371712
1525312259.9307873 0.0 0.0 0.000131072 24000 148.176371712
1525312260.9386516 0.0 0.0 0.000131072 24000 148.176371712
1525312261.9457011 0.0 0.0 0.000131072 24000 148.176371712
1525312262.953301 0.0 0.3333333333333333 0.000131072 24000 148.176371712
1525312263.960041 0.0 0.3333333333333333 0.000131072 24000 148.176371712
1525312264.9668941 0.0 0.3333333333333333 0.000131072 24000 148.176371712
1525312265.97442 0.0 0.3333333333333333 0.000131072 24000 148.176371712
1525312266.9812162 0.0 0.0 0.000131072 24000 148.176371712
1525312267.9882119 0.0 0.0 0.073859072 24000 148.176371712
1525312268.9948125 800.0 22.333333333333332 0.297336832 24000 148.176371712
1525312270.0011842 2000.0 39.666666666666664 0.628293632 24000 148.176371712
1525312271.0075307 5040.0 63.333333333333336 1.126367232 24000 148.176371712
1525312272.0148363 6640.0 66.33333333333333 2.20102656 24000 148.176371712
1525312273.0212953 15360.0 72.33333333333333 4.25099264 24000 148.176371712
1525312274.0282123 23760.0 83.33333333333333 6.620512256 24000 148.176371712
1525312275.0347242 27520.0 66.66666666666667 7.367163904 24000 148.176371712
1525312276.040849 27280.0 52.333333333333336 8.954118144 24000 148.176371712
1525312277.0481768 21440.0 73.0 10.146414592 24000 148.176371712
1525312278.054664 19840.0 80.0 10.422386688 24000 148.176371712
1525312279.0627766 8800.0 31.0 10.44742144 24000 148.176371712
1525312280.0698593 3520.0 7.666666666666667 10.44742144 24000 148.176371712
1525312281.0761483 80.0 1.3333333333333333 10.44742144 24000 148.176371712
1525312282.0824847 0.0 0.6666666666666666 10.44742144 24000 148.176371712
1525312283.0888774 0.0 0.0 10.44742144 24000 148.176371712
1525312284.0958047 1600.0 4.666666666666667 10.44742144 24000 148.176371712
1525312285.103294 12560.0 47.666666666666664 10.44742144 24000 148.176371712
1525312286.109597 19360.0 76.33333333333333 10.44742144 24000 148.176371712
1525312287.1162217 23960.0 84.0 10.44742144 24000 148.176371712
1525312288.1232324 23560.0 81.66666666666667 10.44742144 24000 148.176371712
1525312289.1297858 23400.0 77.33333333333333 10.44742144 24000 148.176371712
1525312290.1362553 23600.0 76.66666666666667 10.44742144 24000 148.176371712
1525312291.1431556 20880.0 32.666666666666664 10.44742144 24000 148.176371712
1525312292.149679 12160.0 2.3333333333333335 10.44742144 24000 148.176371712
1525312293.1557996 480.0 0.0 10.44742144 24000 148.176371712
1525312294.1619005 0.0 0.3333333333333333 10.44742144 24000 148.176371712
1525312295.1683054 0.0 0.6666666666666666 10.44742144 24000 148.176371712
1525312296.1745558 0.0 0.3333333333333333 10.44742144 24000 148.176371712
1525312297.180946 0.0 1.3333333333333333 10.44742144 24000 148.176371712
1525312298.1877909 0.0 1.3333333333333333 10.44742144 24000 148.176371712
1525312299.1951625 0.0 0.0 10.44742144 24000 148.176371712
1525312300.2012432 0.0 0.0 10.44742144 24000 148.176371712
1525312301.2089128 0.0 0.0 10.44742144 24000 148.176371712
1525312302.2158117 0.0 0.0 10.44742144 24000 148.176371712
1525312303.2224813 0.0 0.0 10.44742144 24000 148.176371712
1525312304.229028 0.0 0.0 10.44742144 24000 148.176371712
1525312305.2360632 0.0 0.0 10.44742144 24000 148.176371712
1525312306.2426405 0.0 0.3333333333333333 10.44742144 24000 148.176371712
1525312307.2495227 0.0 0.3333333333333333 10.44742144 24000 148.176371712
1525312308.2570405 0.0 0.0 10.44742144 24000 148.176371712
1525312309.2636683 0.0 0.3333333333333333 10.44742144 24000 148.176371712
1525312310.2712836 0.0 0.3333333333333333 10.44742144 24000 148.176371712
1525312311.277965 0.0 0.6666666666666666 10.44742144 24000 148.176371712
1525312312.2898252 0.0 0.6666666666666666 10.44742144 16000 148.176371712
1525312313.2964923 0.0 0.3333333333333333 10.44742144 16000 148.176371712
1525312314.3041024 0.0 0.3333333333333333 10.44742144 16000 148.176371712
1525312315.3107731 0.0 0.0 10.44742144 16000 148.176371712
1525312316.3185625 0.0 0.0 10.44742144 16000 148.176371712
1525312317.325617 0.0 0.0 10.44742144 16000 148.176371712
1525312318.3320267 0.0 0.0 10.44742144 16000 148.176371712
1525312319.3388646 0.0 1.0 10.44742144 16000 148.176371712
1525312320.3455687 0.0 1.0 10.44742144 16000 148.176371712
1525312321.352614 0.0 0.3333333333333333 8.69597184 16000 148.176371712
1525312322.3590524 0.0 0.3333333333333333 6.5536e-05 16000 148.176371712
1525312323.3652396 0.0 0.3333333333333333 6.5536e-05 16000 148.176371712
1525312324.3725286 0.0 0.3333333333333333 6.5536e-05 16000 148.176371712
1525312325.3790658 0.0 0.0 6.5536e-05 16000 148.176371712
1525312326.3854036 0.0 0.0 6.5536e-05 16000 148.176371712
1525312327.3920362 0.0 0.0 6.5536e-05 16000 148.176371712
1525312328.3988287 0.0 0.0 6.5536e-05 16000 148.176371712
1525312329.4052684 0.0 0.0 6.5536e-05 16000 148.176371712
1525312330.4120038 0.0 0.3333333333333333 6.5536e-05 16000 148.176371712
1525312331.41885 0.0 1.0 6.5536e-05 16000 148.176371712
1525312332.42631 0.0 0.6666666666666666 6.5536e-05 16000 148.176371712
1525312333.4324312 0.0 0.3333333333333333 0.000131072 16000 148.176371712
1525312334.4394982 0.0 0.3333333333333333 0.000131072 16000 148.176371712
1525312335.446381 0.0 0.6666666666666666 0.000131072 16000 170.724950016
1525312336.4542792 0.0 23.5 0.000131072 24000 197.568495616
1525312337.4624565 0.0 23.25 0.000131072 24000 197.568495616
1525312338.469548 0.0 0.25 0.000131072 24000 197.568495616
1525312339.4777486 0.0 0.0 0.000131072 24000 197.568495616
1525312340.4847665 0.0 0.5 0.000131072 24000 197.568495616
1525312341.4924424 0.0 1.0 0.000131072 24000 197.568495616
1525312342.4987144 0.0 0.5 0.000131072 24000 197.568495616
1525312343.5062203 0.0 0.25 0.000131072 24000 197.568495616
1525312344.5131216 0.0 0.25 0.000131072 24000 197.568495616
1525312345.5211751 0.0 0.0 0.000131072 24000 197.568495616
1525312346.5277777 0.0 0.75 0.000131072 24000 197.568495616
1525312347.5345175 0.0 0.75 0.000131072 24000 197.568495616
1525312348.54165 0.0 0.25 0.000131072 24000 197.568495616
1525312349.5487666 0.0 0.25 0.000131072 24000 197.568495616
1525312350.5548258 0.0 0.0 0.000131072 24000 197.568495616
1525312351.5611444 0.0 0.25 0.000131072 24000 197.568495616
1525312352.5676084 0.0 0.25 0.000131072 24000 197.568495616
1525312353.5743666 0.0 1.0 0.04063232 24000 197.568495616
1525312354.5805085 400.0 9.25 0.136708096 24000 197.568495616
1525312355.5876102 880.0 12.25 0.233701376 24000 197.568495616
1525312356.5940526 1280.0 11.0 0.262930432 24000 197.568495616
1525312357.601037 880.0 7.0 0.262930432 24000 197.568495616
1525312358.6074605 80.0 0.0 0.262930432 24000 197.568495616
1525312359.614225 0.0 0.0 0.262930432 24000 197.568495616
1525312360.6208155 0.0 0.5 0.262930432 24000 197.568495616
1525312361.627626 0.0 0.75 0.262930432 24000 197.568495616
1525312362.6356475 80.0 0.75 0.26312704 24000 197.568495616
1525312363.6418579 400.0 2.0 0.26312704 24000 197.568495616
1525312364.6496189 880.0 1.5 0.26312704 24000 197.568495616
